epoch,train_loss,val_loss
1,0.7107355201862853,0.27333558662294194
2,0.688869374269965,0.27402865344557914
3,0.7062574329238017,0.2768362748429912
4,0.7226458611445052,0.27827476174674676
5,0.7345416898123939,0.28116370189237294
6,0.7512860811209132,0.2841649884124022
7,0.7673104414276498,0.28894214809823376
8,0.7850474409856903,0.29215798522974523
9,0.8003039760442918,0.2971874152682786
10,0.812981280840711,0.304785595140982
11,0.8372180156376136,0.30672736498154507
12,0.8450948391827494,0.31212216015649785
13,0.8623161525173808,0.3154631506395652
14,0.879805101859284,0.3200267860757377
15,0.8953339213947271,0.32364074119373754
16,0.8961237279051133,0.32963669345301994
17,0.9129087908919103,0.3434166714739799
18,0.9229451537922067,0.33663304068808436
19,0.9527824683796856,0.34935555388185663
20,0.9653102432362207,0.35373102454013045
21,0.9828287293051499,0.345507901337797
22,0.9896884999888663,0.3628808374305947
23,1.0149739757629455,0.36484443417589113
24,1.0450428721077467,0.37342647606396023
25,1.06161456411558,0.3754818145992351
26,1.084623332561016,0.3820748087868822
27,1.0911336089702608,0.370772310163561
28,1.1101236380338224,0.3865194703203708
29,1.1247194852678624,0.38774144267235156
30,1.151731639706143,0.3945987438295682
31,1.1437228488053648,0.4022924975108409
32,1.185371725814593,0.4030698870886232
33,1.213512616779994,0.41288460745886435
34,1.2675343533660097,0.40808455980595715
35,1.23061796699695,0.4156219685768742
36,1.2826109782059616,0.4259456085823639
37,1.3227180367842164,0.41086325416083014
38,1.3551691111088475,0.43046400904511717
39,1.371904187781442,0.4335828410096897
40,1.446796445301603,0.43591882473464477
41,1.45416811465568,0.43768575082925926
42,1.4695343646990033,0.44817855488951985
43,1.4794413190212183,0.45535549820896387
44,1.5440069162687424,0.4552168569091981
45,1.5610114460022566,0.4655860451302559
46,1.5159871866253336,0.4782704844750133
47,1.5516484742976804,0.48093717278758313
48,1.5531984686963163,0.48372964048587597
49,1.5734502489558786,0.4776841811198756
50,1.571067355978252,0.48974175213798776
51,1.5805957465457088,0.48225836085519186
52,1.6629642348552314,0.49628014590643443
53,1.6533172789821753,0.5140619747540199
54,1.6751286739358742,0.5254246167583333
55,1.6799044925308737,0.5015259383754233
56,1.6674890028041796,0.5077636424405422
57,1.70632018200432,0.5148711261653006
58,1.7185655656156873,0.5149901697184964
59,1.7192917420726814,0.5656323290525646
60,1.7241052369764507,0.5389313823825048
61,1.6660852190897626,0.5351743793498839
62,1.7663379387231102,0.5686073580080198
63,1.8189309168422434,0.5996082950200753
64,1.7933953047234688,0.5833062313039662
65,1.8361611457553961,0.5916792893384625
66,1.8900803511360587,0.5954339825081447
67,1.8424942978766272,0.5924266971046903
68,1.8851899702424066,0.595004247413926
69,1.963933675062539,0.5939883073754925
70,2.0134202793175477,0.615761978641746
71,1.9654230471444227,0.6645323696099931
72,1.957025032622007,0.6442005051694365
73,2.0090211206461337,0.6516254569497765
74,2.0021681082447964,0.6704539766015887
75,2.0313453050175716,0.6700642620946738
76,2.0599597175050683,0.6724709042135153
77,2.10349878364812,0.6574789665073238
78,2.0496046944378734,0.672086309863708
79,2.12822382095129,0.6677639207631667
80,2.092443016214942,0.7049157450036594
81,2.065889650597487,0.6506266030417687
82,2.080826712769392,0.7021458598444629
83,2.1454440047408037,0.6887905821350203
84,2.2016830653944677,0.7371616621990027
85,2.2616551893807455,0.6553414265971061
86,2.2030980146709185,0.6501244429750273
87,2.191747966592912,0.647654950158101
88,2.1176831525944424,0.6930511159614517
89,2.167554243445513,0.6926857753065838
90,2.2046186346443344,0.7128653456711882
91,2.250017026250031,0.6929590614663337
92,2.241596235426791,0.7098647288649861
93,2.2664703646312376,0.6982100818453145
94,2.199356437697892,0.7671580419812962
95,2.226232599480525,0.7517490650199962
96,2.3532090659079703,0.7834469880871929
97,2.336717884964007,0.7942139193381135
98,2.350594592421211,0.7421292943673938
99,2.3366531234425416,0.7364803338109916
100,2.3549019952189107,0.8084042222298043
