epoch,train_loss,val_loss,learning_rate
1,4.05081570774587,2.7045052626197013,0.0005
2,2.151143440646112,1.6803061907638348,0.0005
3,1.3671599626565838,1.2687283603940114,0.0005
4,1.0368859562356365,0.9386236438819026,0.0005
5,0.800009942954624,0.816798284821078,0.0005
6,0.673593049221202,0.6863807300662218,0.0005
7,0.6263451170021488,0.6265712057100223,0.0005
8,0.5918095845608166,0.6070693354379869,0.0005
9,0.5639759788338042,0.5838715403341173,0.0005
10,0.5439902292744319,0.5674607670853358,0.0005
11,0.5270274201176662,0.5642784128519783,0.0005
12,0.5292434133329684,0.5456271311067412,0.0005
13,0.5130678183964502,0.5475045439716996,0.0005
14,0.5094485839139646,0.533195812563684,0.0005
15,0.5068068192164611,0.5363150929539964,0.0005
16,0.5022654208923772,0.5448134210390535,0.0005
17,0.49942779606106924,0.5260494117205458,0.0005
18,0.4976817497926312,0.529525836695411,0.0005
19,0.4985834264988763,0.5281181672435646,0.0005
20,0.4926469895533408,0.5343622421530629,0.0005
21,0.4912016950187623,0.526733722953192,0.0005
22,0.49095543515508083,0.5230473566545857,0.0005
23,0.48994998554892494,0.5247686017671283,0.0005
24,0.48448626558108604,0.5214218744813722,0.0005
25,0.48686012221112146,0.5216390941052298,0.0005
26,0.4855660667601836,0.5246207504385416,0.0005
27,0.4857181464484916,0.519996184879316,0.0005
28,0.4839039582783236,0.5202519432213547,0.0005
29,0.48695339556139106,0.5202392027447804,0.0005
30,0.4810021641863052,0.5181732224876657,0.0005
31,0.48162961117436615,0.5176395243382955,0.0005
32,0.4814758359042758,0.5136216042630574,0.0005
33,0.48126041906979317,0.5144842760880863,0.0005
34,0.47953639640195916,0.5197927471724845,0.0005
35,0.4789603807621448,0.5190061439265917,0.0005
36,0.4791408781068248,0.5128890537721766,0.0005
37,0.47978794819198894,0.5209887676774968,0.0005
38,0.4796473075618007,0.5180756903779018,0.0005
39,0.4796290316961086,0.5237106666643825,0.0005
40,0.47648434069750323,0.5158677718688248,0.0005
41,0.47607173460890956,0.5182966770426642,0.0005
