epoch,train_loss,val_loss,learning_rate
1,2.217860042464034,1.6569383910869813,0.0005
2,1.3648774552805385,1.2216623566471068,0.0005
3,0.9966672482116361,0.9163701450428903,0.0005
4,0.818653967364934,0.784553111044957,0.0005
5,0.694670572580493,0.6471251788244329,0.0005
6,0.6284776648756809,0.619968039107717,0.0005
7,0.5780431721977884,0.598438088241527,0.0005
8,0.5545645501588036,0.5816203020927125,0.0005
9,0.5422266160333707,0.5794332267954407,0.0005
10,0.522688051476605,0.5594193444667949,0.0005
11,0.5280646865238657,0.5417377654683719,0.0005
12,0.5157018030657946,0.5436405327912801,0.0005
13,0.5105432742270578,0.5479878218416451,0.0005
14,0.5075867642999959,0.536507330326516,0.0005
15,0.4963605459175969,0.535212131534104,0.0005
16,0.5003744287206306,0.5279349220554405,0.0005
17,0.49691200201350294,0.5273773823294094,0.0005
18,0.4941167053572807,0.5317864456484274,0.0005
19,0.4917197549153407,0.5235191370497456,0.0005
20,0.49121710999399026,0.5199194901529486,0.0005
21,0.4900858814775009,0.5176004245062941,0.0005
22,0.48978820324239136,0.5232315698463859,0.0005
23,0.4894380791727213,0.5202861266730283,0.0005
24,0.4872214757607293,0.5192173449032166,0.0005
25,0.48797634142492485,0.522544949713402,0.0005
26,0.4885705490296552,0.5186111089025793,0.0005
